input_id,body,mood,scene,flavor_preference,temperature_preference,limits,推荐方向,top1_recipe_id,top1_name,top1_score,top1_reason,top2_recipe_id,top2_name,top2_score,top2_reason,top3_recipe_id,top3_name,top3_score,top3_reason,manual_choice,manual_note
U0187,疲劳,烦躁,家/宿舍、学校/教学楼,花香、清爽,冷饮,低糖、咖啡因敏感慎用,低糖冷饮清爽花香型,R055,薰衣草蓝莓,0.7686,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽、花香；已考虑你的健康约束：低糖、咖啡因敏感慎用,R038,菊花柠檬草,0.7686,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽、花香；已考虑你的健康约束：低糖、咖啡因敏感慎用,R049,洋甘菊苹果,0.7686,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽、花香；已考虑你的健康约束：低糖、咖啡因敏感慎用,,
U0188,疲劳,紧张,学校/教学楼、地铁/公交/车站,清爽、果香、酸感,冷饮,低糖,低糖冷饮清爽果香型,R083,冷萃咖啡椰子水,0.7991,匹配你的身体状态：疲劳；匹配你的场景：学校/教学楼；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R081,美式咖啡液橙子,0.8055,匹配你的身体状态：疲劳；匹配你的场景：学校/教学楼；匹配你的感官偏好：果香、清爽、酸感；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R009,桃子轻发酵乌龙,0.7991,匹配你的身体状态：疲劳；匹配你的场景：学校/教学楼；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0189,困倦、疲劳,平静,家/宿舍、学校/教学楼,花香、清爽,热饮,低刺激、咖啡因敏感慎用,低刺激热饮清爽花香型,R045,荷叶陈皮,0.8058,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,R038,菊花柠檬草,0.8058,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,R055,薰衣草蓝莓,0.8058,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激、咖啡因敏感慎用,,
U0190,疲劳、口渴,烦躁,健身房/运动场、商场/商业街,清爽、茶香,冷饮,低糖,低糖冷饮清爽茶香型,R083,冷萃咖啡椰子水,0.7955,匹配你的身体状态：口渴、疲劳；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R081,美式咖啡液橙子,0.7597,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R090,黑巧椰乳,0.7959,匹配你的身体状态：口渴、疲劳；匹配你的场景：商场/商业街；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0191,困倦、疲劳,紧张,家/宿舍、图书馆/自习室,清爽、果香、酸感,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽果香型,R055,薰衣草蓝莓,0.8059,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的场景：家/宿舍；匹配你的感官偏好：果香、清爽、酸感；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R112,燕麦奶桃子,0.7603,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R038,菊花柠檬草,0.8022,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的场景：家/宿舍；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,,
U0192,疲劳,烦躁,家/宿舍、商场/商业街,花香、清爽,热饮,低糖、低刺激、咖啡因敏感慎用,低糖热饮清爽花香型,R055,薰衣草蓝莓,0.8055,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激、咖啡因敏感慎用,R037,玫瑰桂花,0.8055,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激、咖啡因敏感慎用,R040,薰衣草洋甘菊,0.8055,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激、咖啡因敏感慎用,,
U0193,困倦、疲劳,紧张,家/宿舍、学校/教学楼、图书馆/自习室,清爽、果香、酸感,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽果香型,R055,薰衣草蓝莓,0.7701,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的场景：家/宿舍；匹配你的感官偏好：果香、清爽、酸感；已考虑你的健康约束：咖啡因敏感慎用,R112,燕麦奶桃子,0.7197,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：果香、清爽；已考虑你的健康约束：咖啡因敏感慎用,R111,豆奶苹果,0.7197,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：果香、清爽；已考虑你的健康约束：咖啡因敏感慎用,,
U0194,疲劳,烦躁,图书馆/自习室,果香、酸感、清爽,冷饮,低糖,低糖冷饮清爽果香型,R081,美式咖啡液橙子,0.8058,匹配你的身体状态：疲劳；匹配你的场景：图书馆/自习室；匹配你的感官偏好：果香、清爽、酸感；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R001,柠檬白茶,0.8058,匹配你的身体状态：疲劳；匹配你的场景：图书馆/自习室；匹配你的感官偏好：果香、清爽、酸感；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R003,百香果乌龙茶,0.8058,匹配你的身体状态：疲劳；匹配你的场景：图书馆/自习室；匹配你的感官偏好：果香、清爽、酸感；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0195,疲劳、感觉有点冷,紧张,家/宿舍、商场/商业街、公园/户外,果香、甜感,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮果香甜感型,R049,洋甘菊苹果,0.8061,匹配你的身体状态：感觉有点冷、疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：果香、甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R111,豆奶苹果,0.805,匹配你的身体状态：感觉有点冷、疲劳；匹配你的场景：商场/商业街、家/宿舍；匹配你的感官偏好：果香、甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R116,椰乳百合,0.805,匹配你的身体状态：感觉有点冷、疲劳；匹配你的场景：商场/商业街、家/宿舍；匹配你的感官偏好：果香、甜感；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,,
U0196,感觉有点热,烦躁,地铁/公交/车站、公园/户外,果香、气泡感,冷饮,低糖,低糖冷饮果香气泡感型,R053,百合椰子水,0.6706,匹配你的场景：地铁/公交/车站；匹配你的感官偏好：果香；已考虑你的健康约束：低糖,R050,柠檬草橙子,0.6706,匹配你的场景：地铁/公交/车站；匹配你的感官偏好：果香；已考虑你的健康约束：低糖,R119,椰子水橙子,0.6706,匹配你的场景：地铁/公交/车站；匹配你的感官偏好：果香；已考虑你的健康约束：低糖,,
U0197,困倦,紧张,图书馆/自习室,清爽、茶香、苦感,冷饮,低糖、咖啡因敏感慎用,低糖冷饮清爽茶香型,R045,荷叶陈皮,0.7293,匹配你的心情状态：紧张；匹配你的感官偏好：清爽、苦感；已考虑你的健康约束：低糖、咖啡因敏感慎用,R038,菊花柠檬草,0.7241,匹配你的心情状态：紧张；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖、咖啡因敏感慎用,R055,薰衣草蓝莓,0.724,匹配你的心情状态：紧张；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖、咖啡因敏感慎用,,
U0198,疲劳,紧张,家/宿舍,清爽,热饮,低糖、低刺激,低糖热饮清爽型,R055,薰衣草蓝莓,0.8394,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激,R038,菊花柠檬草,0.8394,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激,R037,玫瑰桂花,0.8058,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、低刺激,,
U0199,困倦、疲劳,平静,家/宿舍,清爽,热饮,低糖、咖啡因敏感慎用,低糖热饮清爽型,R045,荷叶陈皮,0.8099,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,R038,菊花柠檬草,0.8099,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,R055,薰衣草蓝莓,0.8099,匹配你的身体状态：疲劳；匹配你的心情状态：平静；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,,
U0200,疲劳、口渴,烦躁,家/宿舍、健身房/运动场,清爽、茶香,热饮,低糖、咖啡因敏感慎用,低糖热饮清爽茶香型,R055,薰衣草蓝莓,0.7566,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,R038,菊花柠檬草,0.7566,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,R045,荷叶陈皮,0.7566,匹配你的身体状态：疲劳；匹配你的场景：家/宿舍；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,,
U0201,困倦、感觉有点冷,紧张,地铁/公交/车站、公园/户外,茶香、苦感,热饮,,热饮茶香苦感型,R061,焙茶鲜奶,0.759,匹配你的身体状态：困倦；匹配你的感官偏好：茶香；匹配你的冷热偏好：热饮,R075,红茶淡奶油,0.7723,匹配你的身体状态：困倦；匹配你的感官偏好：苦感、茶香；匹配你的冷热偏好：热饮,R030,芒果红茶,0.7694,匹配你的身体状态：困倦；匹配你的心情状态：紧张；匹配你的感官偏好：苦感、茶香,,
U0202,困倦、感觉有点热,烦躁,地铁/公交/车站、公园/户外,果香、酸感、清爽,冷饮,,冷饮清爽果香型,R102,苹果陈皮气泡饮,0.7618,匹配你的身体状态：感觉有点热；匹配你的场景：公园/户外、地铁/公交/车站；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：冷饮,R050,柠檬草橙子,0.6864,匹配你的场景：地铁/公交/车站；匹配你的感官偏好：果香、清爽、酸感,R119,椰子水橙子,0.6864,匹配你的场景：地铁/公交/车站；匹配你的感官偏好：果香、清爽、酸感,,
U0203,困倦,平静,学校/教学楼、图书馆/自习室,咖啡香、苦感,热饮,,热饮咖啡香苦感型,R061,焙茶鲜奶,0.7953,匹配你的身体状态：困倦；匹配你的场景：图书馆/自习室、学校/教学楼；匹配你的感官偏好：咖啡香；匹配你的冷热偏好：热饮,R075,红茶淡奶油,0.7952,匹配你的身体状态：困倦；匹配你的场景：图书馆/自习室、学校/教学楼；匹配你的感官偏好：苦感；匹配你的冷热偏好：热饮,R069,焙茶豆奶,0.7948,匹配你的身体状态：困倦；匹配你的场景：图书馆/自习室、学校/教学楼；匹配你的感官偏好：咖啡香；匹配你的冷热偏好：热饮,,
U0204,疲劳,开心,商场/商业街、地铁/公交/车站,奶香、甜感,热饮,,热饮奶香甜感型,R038,菊花柠檬草,0.7955,匹配你的身体状态：疲劳；匹配你的感官偏好：甜感；匹配你的冷热偏好：热饮,R055,薰衣草蓝莓,0.7955,匹配你的身体状态：疲劳；匹配你的感官偏好：甜感；匹配你的冷热偏好：热饮,R009,桃子轻发酵乌龙,0.7981,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的感官偏好：甜感,,
U0205,疲劳、感觉有点热,烦躁,健身房/运动场、公园/户外,果香、酸感、气泡感,冷饮,,冷饮果香气泡感型,R083,冷萃咖啡椰子水,0.7529,匹配你的身体状态：疲劳；匹配你的场景：公园/户外；匹配你的感官偏好：果香；匹配你的冷热偏好：冷饮,R090,黑巧椰乳,0.7529,匹配你的身体状态：疲劳；匹配你的场景：公园/户外；匹配你的感官偏好：果香；匹配你的冷热偏好：冷饮,R113,椰奶荔枝,0.7529,匹配你的身体状态：疲劳；匹配你的场景：公园/户外；匹配你的感官偏好：果香；匹配你的冷热偏好：冷饮,,
U0206,困倦、感觉有点冷,紧张,学校/教学楼、公园/户外,茶香、花香、清爽,热饮,,热饮清爽茶香型,R045,荷叶陈皮,0.8026,匹配你的身体状态：感觉有点冷；匹配你的心情状态：紧张；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮,R022,苹果茉莉绿茶,0.7707,匹配你的身体状态：困倦；匹配你的心情状态：紧张；匹配你的场景：学校/教学楼；匹配你的感官偏好：清爽、花香、茶香,R038,菊花柠檬草,0.8026,匹配你的身体状态：感觉有点冷；匹配你的心情状态：紧张；匹配你的感官偏好：清爽、花香；匹配你的冷热偏好：热饮,,
U0207,疲劳,开心,商场/商业街,奶香、咖啡香、苦感,热饮,,热饮奶香咖啡香型,R069,焙茶豆奶,0.836,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的感官偏好：咖啡香、奶香；匹配你的冷热偏好：热饮,R056,陈皮红茶,0.8312,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的感官偏好：苦感；匹配你的冷热偏好：热饮,R082,咖啡椰乳,0.8401,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的感官偏好：咖啡香、奶香、苦感；匹配你的冷热偏好：热饮,,
